,Name,FC,logFC,logCPM,P-Value,FDR,SCLC,NSCLC
6277,LHFPL3-AS2,-1.05459277,-0.076686011,4.904907194,0.813109257,0.914562949,0,0
6278,DOC2B,-1.129048795,-0.175107838,0.321264529,0.577824434,0.764415857,0,0
6279,REV3L,-1.225388163,-0.293238821,8.220570129,0.002629274,0.035838577,0,0
6280,MLX,1.111547797,0.152569986,4.81629697,0.212102847,0.43580748,0,0
6281,DIRC3,1.392583071,0.47776339,5.864506677,0.016371993,0.099180637,0,0
6282,PDZK1P1,-1.016104331,-0.023048542,2.018067346,0.867825182,0.943761328,0,0
6283,ANKDD1B,-1.969463277,-0.977802516,4.723629121,3.65606e-06,0.000463522,0,0
6284,TMC3-AS1,1.576478128,0.656705154,4.164561498,0.010381741,0.076395454,0,0
6285,SBSPON,1.139024731,0.187799071,2.975987757,0.382847921,0.609183724,0,0
6286,FOXD4,1.012432737,0.017826063,-0.923963453,0.991678782,1.0,0,0
6287,FOXD3,2.17150863,1.118697686,-1.926865234,0.02974774,0.140384346,0,0
6288,ANKDD1A,1.243134949,0.313982917,4.26649088,0.046906382,0.182441383,0,0
6289,FOXD2,1.282320666,0.358757077,-0.036060534,0.250237205,0.47961929,0,0
6290,FOXD1,-1.076890815,-0.106871983,0.594814867,0.801688183,0.907824215,0,0
6291,MME,1.836279239,0.876785463,5.642234242,0.017339259,0.102644677,0,0
6292,MMD,1.251255846,0.323376809,4.891782599,0.051651827,0.192931035,0,0
6293,OSMR,-1.1406669,-0.189877554,8.570409741,0.216534369,0.441370375,1.0,1.0
6294,MAP3K9-DT,-1.103244252,-0.141752231,2.663624085,0.524771965,0.728040118,0,0
6295,FOXC2,-1.007175259,-0.01031475,-0.75998111,0.977749493,0.995465735,0,0
6296,FOXC1,1.179280238,0.237906593,2.999458797,0.34761579,0.578180565,0,0
6297,RABGAP1,-1.00508753,-0.007321147,7.816071246,0.922074545,0.968571955,0,0
6298,SPINDOC,1.125990371,0.17119449,3.944860943,0.252586236,0.481874431,0,0
6299,PVT1,-1.441827796,-0.527898867,8.817008934,0.01178267,0.082084412,0,0
6300,DYNLT2B,1.169798718,0.226260314,3.185471076,0.248146789,0.476860396,0,0
6301,IBA57,-1.056074618,-0.078711774,3.389965423,0.50360749,0.711964817,0,0
6302,MNT,1.037827801,0.053567088,4.522499796,0.632154004,0.802847357,0,0
6303,PGRMC2,1.159039407,0.212929618,5.64270714,0.096374534,0.278099727,0,0
6304,FLJ20712,-1.376671401,-0.461184243,3.355307517,0.054973819,0.201272157,0,0
6305,FOXB1,1.411058417,0.496777716,-0.70433551,0.444171057,0.664308467,0,0
6306,NPM1,1.184192555,0.243903689,8.393822643,0.07695254,0.245201763,0,0
6307,NPM2,-1.016419334,-0.023495723,1.042499855,0.916589231,0.966327388,0,0
6308,CAVIN1,1.108653881,0.14880903,6.543973018,0.437654712,0.658276105,0,0
6309,CAVIN2,-1.645806147,-0.718794416,5.784628506,0.000687652,0.016055941,0,0
6310,CAVIN3,1.343023131,0.425484152,0.916392199,0.043407785,0.173965383,0,0
6311,CAVIN4,1.063690147,0.089077954,0.676741934,0.614359905,0.791011956,0,0
6312,MOK,-1.382609096,-0.467393322,4.963030092,0.002269446,0.032818716,0,0
6313,NPM3,1.419669147,0.50555475,3.033349154,0.027674008,0.13486995,0,0
6314,CABCOCO1,-1.851166941,-0.888435006,4.021033792,0.00195568,0.029822239,0,0
6315,PPP1CA,1.328598608,0.409905308,5.9015844,0.017089744,0.101750931,1.0,0
6316,DSPP,-1.702408893,-0.767577592,3.595801744,0.03245149,0.147208451,0,0
6317,ARL2BPP4,-1.53586853,-0.619054727,-1.316166714,0.123124681,0.319826628,0,0
6318,LOC100130701,-1.833288871,-0.874434129,1.786746329,0.012747944,0.085612508,0,0
6319,FKBP1B,1.35643193,0.439816651,1.829844198,0.029673134,0.140132582,0,0
6320,TARS1-DT,1.159109008,0.213016251,2.373319423,0.28310501,0.514469435,0,0
6321,ENGASE,-1.091455125,-0.126252815,4.735230726,0.328384433,0.560319098,0,0
6322,PCDHB18P,-1.501501094,-0.586405526,0.555175675,0.003173044,0.040151294,0,0
6323,CTCF-DT,1.071366091,0.09945154,-0.71974123,0.690413092,0.841827938,0,0
6324,FOXA1,-1.060079264,-0.084172142,5.307403804,0.743128996,0.875170018,0,0
6325,SAMD9L,1.265357165,0.339544663,6.640657937,0.082713413,0.25533164,0,0
6326,MPG,-1.137341507,-0.185665514,3.712209114,0.184194855,0.402853681,0,0
6327,MPI,1.090384247,0.124836625,4.359970424,0.357662738,0.587090517,0,0
6328,FAM21FP,1.309236359,0.388725574,0.737586584,0.029249544,0.139061893,0,0
6329,MPL,-1.165928625,-0.221479474,0.628362638,0.177661496,0.393966708,0,1.0
6330,CPOX,1.218528997,0.285140583,4.787803621,0.038483391,0.161941383,0,0
6331,WBP1L,1.108150374,0.148153666,6.725770327,0.071583106,0.234416676,0,0
6332,ACRBP,1.403072676,0.48858974,1.330806479,0.008750211,0.070109489,0,0
6333,IFI44L,-1.605995275,-0.683467648,6.858255951,0.017013062,0.101442371,0,0
6334,NPPC,3.047710901,1.607726059,-0.084983161,0.029815881,0.140538248,0,0
6335,STEAP2-AS1,1.012350856,0.01770938,4.240280511,0.962983345,0.988318437,0,0
6336,MPZ,1.185682697,0.245717979,0.709711987,0.140370198,0.343892207,0,0
6337,SNIP1,-1.086396455,-0.119550677,3.780906091,0.135336748,0.337369575,0,0
6338,OSR2,1.318615887,0.399024369,1.625795361,0.188284077,0.408365224,0,0
6339,PCDHB17P,-1.192547103,-0.25404625,-0.842066111,0.449000333,0.669570791,0,0
6340,HERPUD2-AS1,-1.10804946,-0.14802228,3.059688676,0.30787744,0.5401579,0,0
6341,ADPRHL1,1.242583372,0.313342653,2.607565186,0.221092941,0.447068417,0,0
6342,LOC102725191,-1.20269947,-0.266276188,2.930203566,0.264326143,0.494846046,0,0
6343,LOXL1-AS1,-1.133744583,-0.181095658,1.895067786,0.300848092,0.532805154,0,0
6344,OSR1,-1.014077506,-0.020167922,2.20101771,0.919670628,0.967725862,0,0
6345,RPGRIP1L,-1.180765845,-0.239722896,5.024985397,0.032182543,0.146559139,0,0
6346,NPNT,-1.12435987,-0.169103868,7.381729151,0.488410807,0.699863702,1.0,0
6347,MR1,1.099069487,0.136282602,5.945557465,0.372285271,0.600308917,0,0
6348,FAM21EP,1.127285483,0.172852922,0.916117382,0.264633312,0.495167232,0,0
6349,KIF23-AS1,-1.251297062,-0.32342433,0.61313847,0.055624086,0.202752151,0,0
6350,DPEP2,1.313979619,0.393942898,3.043568892,0.103287341,0.289268908,0,0
6351,DPEP1,1.047997704,0.067635556,0.764066473,0.814387578,0.915159603,0,0
6352,LY86-AS1,1.340088484,0.422328263,3.002615848,0.166094226,0.379224864,0,0
6353,HOMEZ,1.039806263,0.05631475,4.261087534,0.712235372,0.855769934,0,0
6354,UTP25,1.222742191,0.290120251,5.510522129,0.031204462,0.143760041,0,0
6355,RBM8A,1.196907943,0.259312195,4.434784728,0.075707706,0.242603211,0,0
6356,NPR1,-1.38426541,-0.469120583,3.767360885,0.108558209,0.297528363,0,0
6357,RBM8B,1.169587316,0.225999571,-0.527592738,0.251880352,0.481360317,0,0
6358,NPR2,-1.0968071,-0.133309815,3.603658202,0.37655326,0.603860973,0,0
6359,UTP23,1.144073534,0.194179782,4.768626795,0.118548109,0.312535923,0,0
6360,NPR3,1.227757002,0.296025051,5.128852598,0.215022882,0.439421632,0,0
6361,TAC4,-1.09506711,-0.131019287,2.845140506,0.431753694,0.652995684,0,0
6362,UTP20,1.006899101,0.009919122,6.45750019,0.940093437,0.977283446,0,0
6363,MSC,1.761085316,0.816464803,1.112907804,0.004666356,0.049282214,0,0
6364,TAC1,2.545339016,1.347857823,-0.739825671,0.070880915,0.232996154,0,0
6365,VARS2,1.246754885,0.318177856,-2.227965236,0.721560033,0.860942448,0,0
6366,VARS1,-1.82560379,-0.868373692,-1.70228527,0.030800932,0.142708287,0,0
6367,BCL9L,1.017622978,0.025203152,6.084930619,0.88100369,0.949339679,1.0,0
6368,OST4,1.224949088,0.292721788,4.816037574,0.066866416,0.224873995,0,0
6369,ZFHX3,-1.152157801,-0.204338324,7.807809294,0.151220167,0.359597667,0,0
6370,PCDHB19P,-1.643337575,-0.71662887,0.750927672,0.000480564,0.012723679,0,0
6371,ARPIN-AP3S2,-1.162098551,-0.216732421,-0.767198631,0.214407788,0.438735331,0,0
6372,LIX1L-AS1,1.017072454,0.024422457,0.183572633,0.901942493,0.958910855,0,0
6373,HMGA1,1.420566535,0.506466404,6.52203604,0.099007064,0.282333267,0,0
6374,CCEPR,2.005697194,1.004103815,-1.856270231,0.15444832,0.364085682,0,0
6375,HMGA2,1.199346937,0.26224905,6.008630295,0.640124519,0.807886078,0,0
6376,EVX1,3.046945012,1.607363464,-1.962153519,0.097229639,0.27954758,0,0
6377,ZFHX4,1.730763659,0.791408734,4.289549848,0.016050931,0.098252962,0,0
6378,MT3,-1.241283445,-0.311832591,-2.010277396,0.506966861,0.714722631,0,0
6379,BMP5,-1.381286008,-0.466012074,5.730074946,0.116285596,0.309167432,0,0
6380,BMP4,1.380390295,0.465076236,2.866466314,0.138850308,0.34207541,0,0
6381,BMP3,-1.846183355,-0.884545842,5.440389449,0.015625903,0.096910981,0,0
6382,AJM1,1.092027246,0.127008852,2.411262092,0.57825198,0.764524473,0,0
6383,BMP1,1.051250563,0.072106573,5.375642584,0.672447823,0.829536045,0,0
6384,CPS1,-1.253252868,-0.325677536,6.376196514,0.489954889,0.700873291,0,0
6385,OSTC,1.221061831,0.288136256,5.774987557,0.048878317,0.187057924,0,0
6386,TAB2,1.084167559,0.116587743,7.588495319,0.151710954,0.360079113,1.0,1.0
6387,OSTN,1.511160104,0.595656519,0.507296705,0.09702802,0.279379394,0,0
6388,RBM27,1.022365854,0.031911558,6.810206841,0.699029466,0.846133966,0,0
6389,RBM28,1.072380251,0.100816557,5.801458885,0.207592671,0.430916021,0,0
6390,TRG-CCC1-1,3.644775259,1.865829859,-2.188023601,0.017099625,0.101750931,0,0
6391,CD164L2,-1.444507473,-0.530577667,1.007203544,0.060885116,0.213047628,0,0
6392,RBM25,-1.016917299,-0.024202356,7.40717882,0.717422925,0.858409488,0,0
6393,NAA40,1.087561645,0.121097179,4.69154508,0.287947226,0.519230224,0,0
6394,RBM26,-1.022549763,-0.032171055,7.917409869,0.720993833,0.860580327,0,0
6395,LAMC3,-1.303768154,-0.382687342,3.624798287,0.131972657,0.332525287,1.0,1.0
6396,HMGB2,1.52687184,0.610578973,5.418377054,0.000399363,0.011364884,1.0,0
6397,ATP2A3,1.046088443,0.065004832,5.651407118,0.788856723,0.900185106,0,1.0
6398,PSIP1,1.199983394,0.263014441,6.078614349,0.021247888,0.115012016,0,0
6399,ATP2A2,1.103868085,0.142567777,8.81685176,0.255540374,0.485269085,0,1.0
6400,LAMC2,1.694012278,0.760444331,7.604660642,0.008311411,0.068435926,1.0,1.0
6401,ATP2A1,1.445972756,0.532040371,2.35916261,0.015931932,0.097867765,0,1.0
6402,MTR,-1.040428437,-0.057177737,7.680043563,0.477660857,0.69194876,0,0
6403,HMGB1,1.1221139,0.166219124,7.563807067,0.069383241,0.229967005,1.0,0
6404,LAMC1,1.071587807,0.099750071,8.330274391,0.41110436,0.633982225,1.0,1.0
6405,SEC61A2,1.08724606,0.12067848,4.317219297,0.248507523,0.47746083,0,0
6406,SEC61A1,1.13488501,0.182546126,5.824777511,0.146541996,0.353239152,0,0
6407,CPT2,-1.098137307,-0.135058454,4.604042591,0.302064322,0.533889916,0,0
6408,BCL7A,-1.026212603,-0.037329649,3.423964605,0.781184843,0.895657245,0,0
6409,BCL7C,-1.084503919,-0.117035267,3.938179187,0.367352453,0.595434913,0,0
6410,BCL7B,1.0006174,0.000890445,4.691620654,0.994644452,1.0,0,0
6411,NPTN,-1.075189913,-0.104591508,7.500047361,0.237339879,0.46591644,0,0
6412,CFAP46,1.172675419,0.229803749,3.160332277,0.616345096,0.792026075,0,0
6413,LRRFIP2,-1.007003062,-0.010068071,7.407552488,0.906479332,0.961408635,0,0
6414,LRRFIP1,-1.084018006,-0.116388721,8.329636172,0.315826278,0.548123211,0,0
6415,RBM34,1.152142609,0.204319301,5.798095868,0.012541433,0.084968953,0,0
6416,CFAP43,-1.045094111,-0.063632864,4.517638916,0.803689412,0.90877418,0,0
6417,CFAP45,-1.504734362,-0.589508823,3.329527655,0.027630038,0.134763722,0,0
6418,CFAP44,-1.124956298,-0.169868957,6.005384411,0.191130552,0.41179578,0,0
6419,RBM33,-1.022653097,-0.032316839,7.979586296,0.690017136,0.841733628,0,0
6420,HS3ST3B1,1.261206226,0.334804197,3.97446482,0.122582069,0.318940175,0,0
6421,UTP15,1.051642911,0.072644915,4.514551942,0.531756246,0.733152669,0,0
6422,RBM17,1.074037518,0.103044391,6.004983132,0.183404668,0.401569525,0,0
6423,NAA30,1.129706021,0.175947395,5.62833412,0.185140417,0.404117333,0,0
6424,CFAP52,-1.128421467,-0.174306016,2.86102351,0.519026862,0.723392645,0,0
6425,RBM15,1.076746614,0.106678787,6.180477644,0.214581042,0.438972264,0,0
6426,MMP7,1.045787952,0.064590355,5.57992263,0.888182567,0.952574358,1.0,0
6427,UTP11,1.104877346,0.143886223,4.764813036,0.190827107,0.411534022,0,0
6428,DYNLT1,1.094219404,0.129902045,5.438581775,0.308153619,0.540354842,0,0
6429,RBM18,1.123314144,0.167761446,4.778926913,0.108568217,0.297528363,0,0
6430,MMP2,1.151506455,0.203522498,7.470379174,0.449691446,0.669730242,0,0
6431,RBM19,1.239522211,0.309784123,6.225002028,0.007955604,0.06701275,0,0
6432,MMP3,1.717013218,0.779901146,2.544843314,0.078994656,0.248990001,0,0
6433,DYNLT4,-1.088550265,-0.122408027,0.941849779,0.586971837,0.771832258,0,0
6434,MMP8,3.039181684,1.603682923,-0.087323562,0.011524549,0.080853034,0,0
6435,UTP18,1.164521189,0.21973689,5.667249133,0.007428367,0.064338227,0,0
6436,RPS26P39,1.130623648,0.177118778,-1.506453577,0.575203682,0.762287484,0,0
6437,GORASP2,-1.010494752,-0.01506183,6.609106631,0.882848085,0.950463743,0,0
6438,GORASP1,-1.032472573,-0.046103458,4.872966191,0.609368373,0.787618482,0,0
6439,CPTP,-1.021376269,-0.030514444,3.627699584,0.847594958,0.934641675,0,0
6440,CDHR2,1.939560753,0.955729966,2.207062253,0.008995685,0.071303682,1.0,0
6441,CDHR3,1.116294384,0.158717539,5.974158818,0.597248167,0.778461464,0,0
6442,CFAP58,1.096968002,0.133521444,2.183757979,0.609446043,0.787644942,0,0
6443,CFAP57,-1.242702708,-0.313481202,-0.698467887,0.327812982,0.55983811,0,0
6444,CDHR4,1.165260429,0.220652425,1.47365555,0.675885389,0.831676035,0,0
6445,SPOPL,1.007491739,0.010768009,6.725217979,0.900642501,0.958301452,0,0
6446,NAA35,-1.001752817,-0.002526567,6.565916933,0.962884381,0.988318437,0,0
6447,MVD,-1.248173655,-0.319818667,4.152612033,0.04583049,0.179741311,0,0
6448,CDHR5,1.71665354,0.7795989,-1.041386486,0.11800364,0.311821748,0,0
6449,NAA38,-1.034359775,-0.048738076,4.814339411,0.652973944,0.816392861,0,0
6450,RBM23,1.05861987,0.082184638,5.814035198,0.324476949,0.556730023,0,0
6451,CFAP54,-1.001394121,-0.00200989,5.90688908,0.971855292,0.991916295,0,0
6452,RBM24,-1.296117264,-0.37419625,0.119300555,0.267297502,0.498094822,0,0
6453,CFAP53,-1.08208803,-0.11381787,2.532421108,0.589252854,0.773443253,0,0
6454,PNLIPRP3,-1.303306877,-0.382176821,1.268364815,0.551496726,0.746617365,0,0
6455,RBM22,1.069135642,0.0964449,5.234435455,0.353712553,0.583774226,0,0
6456,RBM47,-1.113726772,-0.155395343,8.853473389,0.192196669,0.41328671,0,0
6457,RBM48,1.255292264,0.3280233,3.886987785,0.001340737,0.023760835,0,0
6458,MVK,1.005148781,0.007409063,3.952850913,0.971608812,0.991861594,0,0
6459,LAMA2,-1.361130563,-0.44480546,8.242017613,0.034192799,0.151527039,1.0,1.0
6460,MVP,-1.257470033,-0.330524019,7.640058387,0.035640799,0.154992022,0,0
6461,AADACL2-AS1,1.211166958,0.276397752,3.816216497,0.506086468,0.714037534,0,0
6462,LAMA4,1.076675813,0.10658392,6.295233362,0.598365136,0.779301044,1.0,1.0
6463,LAMA3,1.492844408,0.578063809,7.761540907,0.015825921,0.097645262,0,0
6464,GOSR1,1.024800621,0.035343254,6.558037306,0.586962407,0.771832258,0,0
6465,LOC100420907,1.000947374,0.001366125,-1.301452794,1.0,1.0,0,0
6466,RBM4B,1.183736419,0.243347874,3.198970732,0.019309759,0.109189508,0,0
6467,ATP2C2,-1.393474084,-0.478686171,6.011318353,0.038066697,0.16086722,0,0
6468,HMGCR,1.160087594,0.214233742,6.08444585,0.184756334,0.403749385,0,1.0
6469,ATP2C1,1.132449606,0.179446852,8.083467599,0.138102937,0.341167937,0,0
6470,HMGCL,-1.019330629,-0.027622078,4.687423553,0.79122327,0.901775237,0,0
6471,RAB40B,-1.170831089,-0.227532959,4.043565199,0.186906165,0.406580524,0,0
6472,LOC653712,1.186006634,0.246112079,0.811571539,0.221916814,0.44791138,0,0
6473,RAB40C,-1.548924641,-0.631266955,5.635455795,6.04521e-06,0.00069111,0,0
6474,BMS1,1.109583924,0.15001879,6.371194703,0.066206239,0.223718947,0,0
6475,NAA25,1.113204079,0.1547181,6.713206914,0.065902094,0.223110512,0,0
6476,EPS8L2,-1.077057908,-0.107095818,6.136665376,0.542434428,0.739673343,0,0
6477,EPS8L3,1.213427672,0.279088118,1.448664355,0.662251918,0.822946621,0,0
6478,CFAP20,1.010019489,0.014383131,4.220826638,0.922946384,0.968846324,0,0
6479,IGHVII-78-1,-1.771897898,-0.825295474,-1.63998288,0.049114846,0.18743158,0,0
6480,LOC100419920,1.044215136,0.062418976,2.464304885,0.797793698,0.905482159,0,0
6481,LAMB3,1.479465764,0.565076312,7.745620671,0.060977899,0.213190893,1.0,1.0
6482,LAMB2,-1.047213346,-0.066555389,6.792880227,0.663795161,0.82382911,0,0
6483,NAA11,1.260478275,0.333971253,-1.037281595,0.636489913,0.805609505,0,0
6484,ATP2B4,1.091685849,0.126557756,7.627379949,0.318925651,0.551904063,0,1.0
6485,GOLGA6L5P,1.023010697,0.03282123,0.911604378,0.844959829,0.93303643,0,0
6486,LAMB1,-1.002098764,-0.003024704,7.812364506,0.97081714,0.991726739,1.0,1.0
6487,ATP2B1,1.22663106,0.294701387,7.822350889,0.052662915,0.195489326,0,1.0
6488,BMT2,-1.191080558,-0.252270992,6.686185634,0.017573231,0.103572841,0,0
6489,BCL6B,1.03157062,0.044842589,2.911770577,0.857204845,0.93906931,0,0
6490,LOC100996886,-1.254272074,-0.326850329,-1.015992238,0.522583498,0.726502062,0,0
6491,TAF8,-1.065597305,-0.091662339,5.363049376,0.283064381,0.514468601,0,0
6492,CFAP36,-1.011334564,-0.016260341,5.332677751,0.824329239,0.921187206,0,0
6493,TAF7,1.120449751,0.164077949,6.04143936,0.25998566,0.489914391,0,0
6494,HOXD-AS2,1.408591425,0.494253205,-1.768389096,0.360642732,0.589633128,0,0
6495,TAF6,1.217785352,0.284259865,4.421027198,0.048942584,0.187147574,0,0
6496,NAA16,-1.080144998,-0.111224992,6.010269695,0.204239612,0.426958149,0,0
6497,TAF5,1.135130221,0.182857812,2.961391803,0.109117598,0.298125134,0,0
6498,NAA15,1.060723947,0.085049244,7.035994055,0.286730369,0.518162097,0,0
6499,RBM45,1.094520674,0.130299206,4.091573435,0.118189891,0.31200743,0,0
6500,CPVL,1.017724441,0.025346991,5.675879548,0.917836714,0.966968461,0,0
6501,TAF3,1.085693524,0.118616908,6.388598594,0.238414683,0.467006595,0,0
6502,RBM46,-1.009226819,-0.01325045,-0.05197436,0.945207728,0.980454107,0,0
6503,RBM43,1.128678515,0.174634617,3.832796926,0.165068763,0.378191485,0,0
6504,TAF2,1.055246942,0.077580648,7.057578937,0.413758916,0.636289857,0,0
6505,RBM44,1.105042712,0.144102133,2.874370657,0.390012308,0.615271869,0,0
6506,TLNRD1,1.08517767,0.117931267,4.054342498,0.474552845,0.689466404,0,0
6507,DCAF8,-1.084942629,-0.117618756,7.23069243,0.14723086,0.353905197,0,0
6508,DCAF5,-1.172172341,-0.229184701,7.052175658,0.000930848,0.019267015,0,0
6509,TPGS1,1.052163969,0.073359551,2.489817056,0.594934981,0.776929687,0,0
6510,DCAF4,1.017875747,0.02556146,4.009889577,0.839748973,0.929679286,0,0
6511,DCAF7,1.083629289,0.115871294,7.037544892,0.226740902,0.45316103,0,0
6512,DCAF6,-1.14193363,-0.191478803,8.129411095,0.049170656,0.187525172,0,0
6513,TPGS2,1.033840732,0.048013949,5.94213373,0.629311124,0.800686592,0,0
6514,LOC105371055,-2.201741911,-1.138645365,-1.234500632,0.009683362,0.074104569,0,0
6515,DCAF1,1.110667335,0.151426768,6.086909493,0.011444795,0.080541709,0,0
6516,DENND5B-AS1,1.701991823,0.767224106,0.747439339,0.013376134,0.088184396,0,0
6517,LOC105371059,-1.2667751,-0.341160415,2.323688391,0.096991998,0.279379394,0,0
6518,LOC105371058,1.353125423,0.436295571,2.177433735,0.038181454,0.161098287,0,0
6519,MYC,1.308688205,0.388121416,5.837684995,0.106030426,0.293245702,1.0,1.0
6520,MYB,1.215489051,0.281536898,2.30694918,0.223581328,0.449939057,1.0,1.0
6521,CDK20,-1.091627411,-0.126480526,1.975919288,0.386855939,0.612514462,0,0
6522,MMUT,-1.085008684,-0.11770659,5.611739067,0.336875732,0.567910691,0,0
6523,NKX2-8,-1.226687158,-0.294767366,0.384260558,0.282327069,0.513824449,0,0
6524,IAH1,1.215581062,0.281646104,4.717439295,0.005660603,0.055173839,0,0
6525,LOC102724027,1.398131458,0.483500016,0.101773896,0.385722609,0.611577823,0,0
6526,LOC102724020,1.152872302,0.205232721,-1.530017545,0.593525154,0.776615816,0,0
6527,SKP1P2,1.150356416,0.202080923,-1.299260362,0.546695494,0.743334489,0,0
6528,FAM230C,2.591112904,1.37357188,-1.906807445,0.136062262,0.338325299,0,0
6529,EEF1DP3,-1.287915501,-0.365037942,4.903747532,0.079585567,0.249848151,0,0
6530,LOC102724036,2.943676318,1.557619043,2.369079127,0.009357759,0.072865259,0,0
6531,CDKN2B-AS1,-1.057768219,-0.081023535,5.374460028,0.720363138,0.860078911,0,0
6532,LOC107986192,1.061295072,0.085825825,-1.444477666,0.819922403,0.918257378,0,0
6533,HIPK1-AS1,-1.225806002,-0.293730674,-0.507398591,0.085788993,0.260520195,0,0
6534,LOC107986193,1.353607536,0.436809505,-0.53970685,0.045529014,0.179305621,0,0
6535,PRDX3,1.399070327,0.484468484,6.205333152,0.009612,0.074028869,0,0
6536,LOC107986198,2.188046288,1.129643259,-1.929933816,0.047986724,0.185150495,0,0
6537,PRDX5,1.174487682,0.232031582,5.827389943,0.239247585,0.467991198,0,0
6538,PRDX1,1.492826965,0.578046951,6.917759175,0.008733673,0.070109489,0,0
6539,PSMG3-AS1,-1.188327838,-0.248932904,3.308163709,0.137489499,0.34020483,0,0
6540,RPL7AP50,1.467558801,0.553418309,-0.897543984,0.053065263,0.196687551,0,0
6541,LOC105371070,-1.587434038,-0.666696645,4.440531905,0.15155792,0.359975085,0,0
6542,RPL7AP54,1.171436628,0.22827891,-1.959326884,0.531882483,0.73322449,0,0
6543,FZD1,-1.454347579,-0.540372105,4.946971108,0.001586978,0.026112519,1.0,0
6544,CDK17,1.077336149,0.107468468,7.88197278,0.347478389,0.578049254,0,0
6545,WNT10B,1.705727572,0.770387247,0.259517846,0.004102823,0.046067388,1.0,0
6546,CDK18,-1.061073862,-0.085525087,4.850472353,0.56691602,0.757189698,0,0
6547,DNAH12,1.028301448,0.040263254,5.163980452,0.949043418,0.982507233,0,0
6548,DNAH11,-1.798388031,-0.846704339,7.263897789,0.00372249,0.043418013,0,0
6549,CDK19,-1.124299812,-0.169026803,7.163123148,0.079511189,0.249773236,0,0
